E,1,2,2,55
E,0,1,2,52
E,6,2,2,71
E,2,1,0,50
E,3,2,0,17
E,5,2,1,57
E,4,0,2,10
E,7,1,0,25
E,8,0,1,0
E,9,2,2,18
E,10,0,0,9
E,11,2,0,14
E,12,0,1,82
E,13,2,1,63
E,14,0,2,36
T,0,Paul
E,15,2,0,50
E,16,2,0,85
E,17,0,2,99
E,18,2,1,32
E,28,0,2,6
E,19,0,0,10
E,20,2,2,85
E,21,0,1,4
E,22,2,1,60
E,23,2,2,95
E,24,2,1,49
E,26,2,2,17
E,27,1,0,65
E,29,0,1,82
E,30,1,2,4
E,31,2,1,56
E,25,0,0,72
E,32,0,2,52
E,33,0,1,39
E,34,1,2,2
E,35,2,2,48
E,36,2,1,79
E,37,1,2,19
E,38,0,0,49
E,39,0,2,25
E,40,1,2,65
E,41,0,2,92
E,42,0,1,58
E,43,1,0,92
E,44,0,2,61
E,45,0,1,58
E,46,2,2,71
E,47,2,2,72
E,48,2,1,73
E,49,1,1,55
E,50,1,2,19
E,51,1,0,14
E,52,1,0,29
S,2,Student3
E,53,0,1,39
E,54,1,0,85
E,55,2,1,84
E,56,1,0,14
E,57,2,1,79
E,58,0,0,80
E,59,2,2,51
E,60,0,0,90
E,61,0,0,67
E,62,1,0,9
E,63,2,2,39
E,64,0,1,34
E,65,0,2,50
E,66,2,2,26
E,67,0,1,50
E,68,2,0,77
E,69,0,0,54
E,70,1,1,69
E,71,2,1,58
E,72,0,0,29
E,73,1,2,92
E,74,1,2,100
E,75,0,1,72
E,76,1,2,24
E,77,1,1,65
E,78,0,1,1
E,79,2,0,82
E,80,2,2,86
E,81,0,0,29
E,82,1,2,78
E,83,2,0,60
E,84,1,1,9
E,85,0,2,100
E,86,1,2,72
E,87,0,2,62
E,88,2,1,57
E,89,0,1,14
E,90,2,1,92
E,91,2,0,41
T,3,John
E,92,0,2,82
E,93,1,1,55
E,94,2,0,63
E,95,0,0,85
E,96,1,2,43
E,97,2,1,6
E,98,0,2,59
E,99,2,1,93
E,100,0,1,6
E,101,1,0,68
E,102,0,2,47
E,103,2,2,4
E,104,2,2,20
E,105,0,1,68
E,106,0,1,65
E,107,0,1,65
E,108,0,2,21
E,109,0,1,44
E,110,2,2,44
E,111,1,2,99
E,112,2,2,90
E,113,0,1,38
E,114,2,2,82
E,115,0,1,41
E,116,2,0,6
E,117,1,0,17
E,118,0,2,78
E,119,1,0,74
E,120,2,2,90
E,121,0,0,23
E,122,1,2,83
E,123,2,1,92
E,124,1,2,19
E,125,1,0,4
E,126,1,1,60
E,127,0,1,67
E,128,2,0,71
E,129,0,0,52
E,130,2,0,55
E,131,1,2,5
E,132,2,1,10
E,133,0,0,82
E,134,0,1,68
E,135,0,1,96
E,136,2,2,20
E,137,0,1,46
E,138,0,1,40
E,139,1,2,15
E,140,1,1,12
E,141,1,1,34
E,142,0,2,69
E,143,1,2,84
E,144,2,1,10
E,145,2,2,71
E,146,2,2,11
E,147,2,0,87
E,148,1,2,89
E,149,0,0,13
E,150,2,2,47
E,151,0,0,73
E,152,0,1,55
E,153,1,1,60
E,154,1,1,60
E,155,0,0,49
E,156,0,2,0
E,157,2,0,5
E,158,2,0,36
E,159,2,1,29
E,160,0,0,62
E,161,1,0,25
E,162,0,1,99
E,163,1,0,17
E,164,2,1,86
E,165,1,2,19
E,166,0,2,26
E,167,1,0,75
E,168,0,2,75
E,169,0,2,20
E,170,1,2,44
E,171,0,0,64
E,172,1,1,40
E,173,2,1,70
E,174,0,2,57
E,175,0,0,13
E,176,0,0,47
E,177,0,2,67
E,178,0,2,47
E,179,0,2,88
E,180,1,2,93
E,181,0,0,7
E,182,1,2,11
E,183,0,0,47
E,184,1,0,93
E,185,1,1,75
E,186,2,1,86
E,187,2,0,94
E,188,2,2,19
E,189,0,2,64
E,190,2,0,33
E,191,0,0,97
E,192,0,0,36
E,193,1,2,15
E,194,2,0,9
E,195,2,0,54
E,196,2,1,0
E,197,0,2,78
E,198,2,0,12
E,199,1,1,54
E,200,1,2,93
E,201,2,0,4
E,202,0,0,17
E,203,0,1,22
E,204,1,0,77
E,205,1,1,87
E,206,0,0,19
E,207,1,1,85
E,208,0,0,78
E,209,2,1,67
E,210,1,2,50
E,211,2,1,33
E,212,0,1,37
E,213,1,2,57
E,214,1,0,67
E,215,2,0,0
E,216,2,1,35
E,217,0,2,25
E,218,1,1,50
E,219,0,0,53
E,220,1,2,33
E,221,1,1,6
E,222,2,0,91
E,223,0,0,73
E,224,0,2,31
E,225,2,2,20
E,226,1,2,52
E,227,2,2,61
E,228,0,2,15
E,229,0,2,93
E,230,0,2,97
E,231,0,1,40
E,232,2,0,56
E,233,1,0,87
E,234,0,0,48
E,235,2,2,7
E,236,2,2,84
E,237,0,1,81
E,238,0,0,65
E,239,2,0,69
E,240,2,1,56
E,241,2,2,92
E,242,1,0,73
E,243,1,0,99
E,244,0,1,85
E,245,2,2,9
E,246,2,2,32
E,247,0,1,82
E,248,0,2,16
E,249,1,2,72
E,250,1,1,41
E,251,0,0,93
E,252,1,0,20
E,253,2,1,35
E,254,1,0,39
E,255,0,2,6
E,256,1,0,44
E,257,1,0,25
E,258,2,1,59
E,259,2,2,17
E,260,2,0,21
E,261,2,0,59
E,262,1,1,43
E,263,0,1,81
E,264,2,2,45
E,265,1,1,14
E,266,0,0,98
E,267,1,1,22
E,268,0,0,48
E,269,0,2,38
E,270,2,0,77
E,271,1,1,65
E,272,0,0,88
E,273,1,1,39
E,274,0,1,47
E,275,0,1,41
E,276,1,1,41
E,277,0,2,26
E,278,1,1,36
E,279,2,1,0
E,280,1,1,60
E,281,0,2,12
E,282,2,2,70
E,283,0,0,78
E,284,1,1,46
E,285,0,0,6
E,286,0,2,70
E,287,0,2,38
E,288,0,1,95
E,289,1,0,24
E,290,2,2,97
E,291,1,1,14
E,292,1,0,55
E,293,2,0,5
E,294,2,0,5
E,295,2,1,93
E,296,1,0,14
E,297,1,1,47
E,298,2,0,4
E,299,1,0,98
E,300,0,2,32
E,301,0,1,90
C,1,Physics,3
E,302,2,2,51
E,303,2,2,34
E,304,1,1,86
E,305,0,1,67
E,306,2,2,78
E,307,2,2,38
E,308,1,2,32
E,309,1,0,67
E,310,2,0,22
E,311,2,1,50
